Name,Campaign,County,Opened,Clicked,Applied,Age,Income,YearBuilt
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,OHCAC_FinalDays_20250929,MarionCounty,1,0,0,,45000.0,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,IMPACT_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,1,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,1,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AllenCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,1,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,1,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,RichlandCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,AthensCounty,1,0,0,,,
None None,MVCAP_FinalDays_20250929,FayetteCounty,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,1,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,1,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_FinalDays_20250929,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,HarrisonCounty,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,1,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,COAD_Webinar_20250921,,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,1,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,FranklinCounty,1,0,0,,7500.0,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,IMPACT_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,1,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,1,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AllenCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,1,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,1,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,RichlandCounty,1,0,0,,,
None None,MVCAP_Webinar_20250921,AthensCounty,1,0,0,,,
